CVE,DESCRIP
Y219,"Ahogamiento y sumersión, de intención no determinada en lugar no especificado"
Y220,"Disparo de arma corta, de intención no determinada en vivienda"
Y221,"Disparo de arma corta, de intención no determinada en institución residencial"
Y222,"Disparo de arma corta, de intención no determinada en escuelas, otras instituciones y áreas administrativas públicas"
Y223,"Disparo de arma corta, de intención no determinada en áreas de deporte y atletismo, áreas de deporte y atletismo"
Y224,"Disparo de arma corta, de intención no determinada en calles y carreteras"
Y225,"Disparo de arma corta, de intención no determinada en comercio y área de servicios"
Y226,"Disparo de arma corta, de intención no determinada en área industrial y de la construcción"
Y227,"Disparo de arma corta, de intención no determinada en granja"
Y228,"Disparo de arma corta, de intención no determinada en otro lugar especificado"
Y229,"Disparo de arma corta, de intención no determinada en lugar no especificado"
Y230,"Disparo de rifle, escopeta y arma larga, de intención no determinada en vivienda"
Y231,"Disparo de rifle, escopeta y arma larga, de intención no determinada en institución residencial"
Y232,"Disparo de rifle, escopeta y arma larga, de intención no determinada en escuelas, otras instituciones y áreas administrativas públicas"
Y233,"Disparo de rifle, escopeta y arma larga, de intención no determinada en áreas de deporte y atletismo, áreas de deporte y atletismo"
Y234,"Disparo de rifle, escopeta y arma larga, de intención no determinada en calles y carreteras"
Y235,"Disparo de rifle, escopeta y arma larga, de intención no determinada en comercio y área de servicios"
Y236,"Disparo de rifle, escopeta y arma larga, de intención no determinada en área industrial y de la construcción"
Y237,"Disparo de rifle, escopeta y arma larga, de intención no determinada en granja"
Y238,"Disparo de rifle, escopeta y arma larga, de intención no determinada en otro lugar especificado"
Y239,"Disparo de rifle, escopeta y arma larga, de intención no determinada en lugar no especificado"
Y240,"Disparo de otras armas de fuego y las no especificadas, de intención no determinada en vivienda"
Y241,"Disparo de otras armas de fuego, y las no especificadas, de intención no determinada en institución residencial"
Y242,"Disparo de otras armas de fuego, y las no especificadas, de intención no determinada en escuelas, otras instituciones y áreas administrativas  públicas"
Y243,"Disparo de otras armas de fuego, y las no especificadas, de intención no determinada en áreas de deporte y atletismo, áreas de deporte y atletismo"
Y244,"Disparo de otras armas de fuego, y las no especificadas, de intención no determinada en calles y carreteras"
Y245,"Disparo de otras armas de fuego, y las no especificadas, de intención no determinada en comercio y área de servicios"
Y246,"Disparo de otras armas de fuego, y las no especificadas, de intención no determinada en área industrial y de la construcción"
Y247,"Disparo de otras armas de fuego, y las no especificadas, de intención no determinada en granja"
Y248,"Disparo de otras armas de fuego, y las no especificadas, de intención no determinada en otro lugar especificado"
Y249,"Disparo de otras armas de fuego, y las no especificadas, de intención no determinada en lugar no especificado"
Y250,"Contacto traumático con material explosivo, de intención no determinada en vivienda"
Y251,"Contacto traumático con material explosivo, de intención no determinada en institución residencial"
Y252,"Contacto traumático con material explosivo, de intención no determinada en escuelas, otras instituciones y áreas administrativas públicas"
Y253,"Contacto traumático con material explosivo, de intención no determinada en áreas de deporte y atletismo, áreas de deporte y atletismo"
Y254,"Contacto traumático con material explosivo, de intención no determinada en calles y carreteras"
Y255,"Contacto traumático con material explosivo, de intención no determinada en comercio y área de servicios"
Y256,"Contacto traumático con material explosivo, de intención no determinada en área industrial y de la construcción"
Y257,"Contacto traumático con material explosivo, de intención no determinada en granja"
Y258,"Contacto traumático con material explosivo, de intención no determinada en otro lugar especificado"
Y259,"Contacto traumático con material explosivo, de intención no determinada en lugar no especificado"
Y260,"Exposición al humo, fuego y llamas, de intención no determinada en vivienda"
Y261,"Exposición al humo, fuego y llamas, de intención no determinada en institución residencial"
Y262,"Exposición al humo, fuego y llamas, de intención no determinada en escuelas, otras instituciones y áreas administrativas públicas"
Y263,"Exposición al humo, fuego y llamas, de intención no determinada en áreas de deporte y atletismo, áreas de deporte y atletismo"
Y264,"Exposición al humo, fuego y llamas, de intención no determinada en calles y carreteras"
Y265,"Exposición al humo, fuego y llamas, de intención no determinada en comercio y área de servicios"
Y266,"Exposición al humo, fuego y llamas, de intención no determinada en área industrial y de la construcción"
Y267,"Exposición al humo, fuego y llamas, de intención no determinada en granja"
Y268,"Exposición al humo, fuego y llamas, de intención no determinada en otro lugar especificado"
Y269,"Exposición al humo, fuego y llamas, de intención no determinada en lugar no especificado"
Y270,"Contacto con vapor de agua, vapores y objetos calientes, de intención no determinada en vivienda"
Y271,"Contacto con vapor de agua, vapores y objetos calientes, de intención no determinada en institución residencial"
Y272,"Contacto con vapor de agua, vapores y objetos calientes, de intención no determinada en escuelas, otras instituciones y áreas administrativas públicas"
Y273,"Contacto con vapor de agua, vapores y objetos calientes, de intención no determinada en áreas de deporte y atletismo, áreas de deporte y atletismo"
Y274,"Contacto con vapor de agua, vapores y objetos calientes, de intención no determinada en calles y carreteras"
Y275,"Contacto con vapor de agua, vapores y objetos calientes, de intención no determinada en comercio y área de servicios"
Y276,"Contacto con vapor de agua, vapores y objetos calientes, de intención no determinada en área industrial y de la construcción"
Y277,"Contacto con vapor de agua, vapores y objetos calientes, de intención no determinada en granja"
Y278,"Contacto con vapor de agua, vapores y objetos calientes, de intención no determinada en otro lugar especificado"
Y279,"Contacto con vapor de agua, vapores y objetos calientes, de intención no determinada en lugar no especificado"
Y280,"Contacto traumático con objeto cortante, de intención no determinada en vivienda"
Y281,"Contacto traumático con objeto cortante, de intención no determinada en institución residencial"
Y282,"Contacto traumático con objeto cortante, de intención no determinada en escuelas, otras instituciones y áreas administrativas públicas"
Y283,"Contacto traumático con objeto cortante, de intención no determinada en áreas de deporte y atletismo, áreas de deporte y atletismo"
Y284,"Contacto traumático con objeto cortante, de intención no determinada en calles y carreteras"
Y285,"Contacto traumático con objeto cortante, de intención no determinada en comercio y área de servicios"
Y286,"Contacto traumático con objeto cortante, de intención no determinada en área industrial y de la construcción"
Y287,"Contacto traumático con objeto cortante, de intención no determinada en granja"
Y288,"Contacto traumático con objeto cortante, de intención no determinada en otro lugar especificado"
Y289,"Contacto traumático con objeto cortante, de intención no determinada en lugar no especificado"
Y290,"Contacto traumático con objeto romo o sin filo, de intención no determinada en vivienda"
Y291,"Contacto traumático con objeto romo o sin filo, de intención no determinada en institución residencial"
Y292,"Contacto traumático con objeto romo o sin filo, de intención no determinada en escuelas, otras instituciones y áreas administrativas públicas"
Y293,"Contacto traumático con objeto romo o sin filo, de intención no determinada en áreas de deporte y atletismo, áreas de deporte y atletismo"
Y294,"Contacto traumático con objeto romo o sin filo, de intención no determinada en calles y carreteras"
Y295,"Contacto traumático con objeto romo o sin filo, de intención no determinada en comercio y área de servicios"
Y296,"Contacto traumático con objeto romo o sin filo, de intención no determinada en área industrial y de la construcción"
Y297,"Contacto traumático con objeto romo o sin filo, de intención no determinada en granja"
Y298,"Contacto traumático con objeto romo o sin filo, de intención no determinada en otro lugar especificado"
Y299,"Contacto traumático con objeto romo o sin filo, de intención no determinada en lugar no especificado"
Y300,"Caída, salto o empujón desde lugar elevado, de intención no determinada en vivienda"
Y301,"Caída, salto o empujón desde lugar elevado, de intención no determinada en institución residencial"
Y302,"Caída, salto o empujón desde lugar elevado, de intención no determinada en escuelas, otras instituciones y áreas administrativas públicas"
Y303,"Caída, salto o empujón desde lugar elevado, de intención no determinada en áreas de deporte y atletismo, áreas de deporte y atletismo"
Y304,"Caída, salto o empujón desde lugar elevado, de intención no determinada en calles y carreteras"
Y305,"Caída, salto o empujón desde lugar elevado, de intención no determinada en comercio y área de servicios"
Y306,"Caída, salto o empujón desde lugar elevado, de intención no determinada en área industrial y de la construcción"
Y307,"Caída, salto o empujón desde lugar elevado, de intención no determinada en granja"
Y308,"Caída, salto o empujón desde lugar elevado, de intención no determinada en otro lugar especificado"
Y309,"Caída, salto o empujón desde lugar elevado, de intención no determinada en lugar no especificado"
Y310,"Caída, permanencia o carrera delante o hacia objeto en movimiento, de intención no determinada en vivienda"
Y311,"Caída, permanencia o carrera delante o hacia objeto en movimiento, de intención no determinada en institución residencial"
Y312,"Caída, permanencia o carrera delante o hacia objeto en movimiento, de intención no determinada en escuelas, otras instituciones y áreas administrativas públicas"
Y313,"Caída, permanencia o carrera delante o hacia objeto en movimiento, de intención no determinada en áreas de deporte y atletismo, áreas de deporte y atletismo"
Y314,"Caída, permanencia o carrera delante o hacia objeto en movimiento, de intención no determinada en calles y carreteras"
Y315,"Caída, permanencia o carrera delante o hacia objeto en movimiento, de intención no determinada en comercio y área de servicios"
Y316,"Caída, permanencia o carrera delante o hacia objeto en movimiento, de intención no determinada en área industrial y de la construcción"
Y317,"Caída, permanencia o carrera delante o hacia objeto en movimiento, de intención no determinada en granja"
Y318,"Caída, permanencia o carrera delante o hacia objeto en movimiento, de intención no determinada en otro lugar especificado"
Y319,"Caída, permanencia o carrera delante o hacia objeto en movimiento, de intención no determinada en lugar no especificado"
Y320,"Colisión de vehículo de motor, de intención no determinada en vivienda"
Y321,"Colisión de vehículo de motor, de intención no determinada en institución residencial"
Y322,"Colisión de vehículo de motor, de intención no determinada en escuelas, otras instituciones y áreas administrativas públicas"
Y323,"Colisión de vehículo de motor, de intención no determinada en áreas de deporte y atletismo, áreas de deporte y atletismo"
Y324,"Colisión de vehículo de motor, de intención no determinada en calles y carreteras"
Y325,"Colisión de vehículo de motor, de intención no determinada en comercio y área de servicios"
Y326,"Colisión de vehículo de motor, de intención no determinada en área industrial y de la construcción"
Y327,"Colisión de vehículo de motor, de intención no determinada en granja"
Y328,"Colisión de vehículo de motor, de intención no determinada en otro lugar especificado"
Y329,"Colisión de vehículo de motor, de intención no determinada en lugar no especificado"
Y330,"Otros eventos especificados, de intención no determinada en vivienda"
Y331,"Otros eventos especificados, de intención no determinada en institución residencial"
Y332,"Otros eventos especificados, de intención no determinada en escuelas, otras instituciones y áreas administrativas públicas"
Y333,"Otros eventos especificados, de intención no determinada en áreas de deporte y atletismo, áreas de deporte y atletismo"
Y334,"Otros eventos especificados, de intención no determinada en calles y carreteras"
Y335,"Otros eventos especificados, de intención no determinada en comercio y área de servicios"
Y336,"Otros eventos especificados, de intención no determinada en área industrial y de la construcción"
Y337,"Otros eventos especificados, de intención no determinada en granja"
Y338,"Otros eventos especificados, de intención no determinada en otro lugar especificado"
Y339,"Otros eventos especificados, de intención no determinada en lugar no especificado"
Y340,"Evento no especificado, de intención no determinada en vivienda"
Y341,"Evento no especificado, de intención no determinada en institución residencial"
Y342,"Evento no especificado, de intención no determinada en escuelas, otras instituciones y áreas administrativas públicas"
Y343,"Evento no especificado, de intención no determinada en áreas de deporte y atletismo, áreas de deporte y atletismo"
Y344,"Evento no especificado, de intención no determinada en calles y carreteras"
Y345,"Evento no especificado, de intención no determinada en comercio y área de servicios"
Y346,"Evento no especificado, de intención no determinada en área industrial y de la construcción"
Y347,"Evento no especificado, de intención no determinada en granja"
Y348,"Evento no especificado, de intención no determinada en otro lugar especificado"
Y349,"Evento no especificado, de intención no determinada en lugar no especificado"
Y350,Intervención legal con disparo de arma de fuego
Y351,Intervención legal con explosivos
Y352,Intervención legal con gas
Y353,Intervención legal con objetos romos o sin filo
Y354,Intervención legal con objetos cortantes
Y355,Ejecución legal
Y356,Intervención legal con otros medios especificados
Y357,"Intervención legal, medios no especificados"
Y360,Operaciones de guerra con explosión de armamento naval
Y361,Operaciones de guerra con destrucción de aeronave
Y362,Operaciones de guerra con otras explosiones y esquirlas
Y363,Operaciones de guerra con fuego y sustancias incendiarias y calientes
Y364,Operaciones de guerra con disparo de arma de fuego y otras formas de guerra convencional
Y365,Operaciones de guerra con armas nucleares
Y366,Operaciones de guerra con armas biológicas
Y367,Operaciones de guerra con armas químicas y otras formas de guerra no convencional
Y368,Operaciones de guerra que ocurren después del cese de hostilidades
Y369,Operación de guerra no especificada
Y400,Efectos adversos de penicilinas
Y401,Efectos adversos de cefalosporinas y otros antibióticos beta-lactámicos
Y402,Efectos adversos del grupo de cloramfenicol
Y403,Efectos adversos de los macrólidos
Y404,Efectos adversos de tetraciclinas
Y405,Efectos adversos de aminoglucósidos
Y406,Efectos adversos de rifamicinas
Y407,Efectos adversos de antibióticos antimicóticos usados sistémicamente
Y408,Efectos adversos de otros antibióticos sistémicos
Y409,Efectos adversos de antibiótico sistémico no especificado
Y410,Efectos adversos de sulfonamidas
Y411,Efectos adversos de drogas antimicobacterianas
Y412,Efectos adversos de drogas antipalúdicas y agentes que actúan sobre otros protozoarios de la sangre
Y413,Efectos adversos de otras drogas antiprotozoarias
Y414,Efectos adversos de antihelmínticos
Y415,Efectos adversos de drogas antivirales
Y418,Efectos adversos de otros antiinfecciosos y antiparasitarios sistémicos  especificados
Y419,Efectos adversos de antiinfecciosos y antiparasitarios sistémicos no especificados
Y420,Efectos adversos de glucocorticoides y análogos sintéticos
Y421,Efectos adversos de hormonas tiroideas y sustitutos
Y422,Efectos adversos de drogas antitiroideas
Y423,Efectos adversos de drogas hipoglucemiantes orales e insulina (antidiabéticas)
Y424,Efectos adversos de anticonceptivos orales
Y425,Efectos adversos de otros estrógenos y progestágenos
Y426,"Efectos adversos de antigonadotropinas, antiestrógenos y antiandrógenos, no clasificados en otra parte"
Y427,Efectos adversos de andrógenos y congéneres anabólicos
Y428,Efectos adversos de otras hormonas y sus sustitutos sintéticos  y las no especificadas
Y429,Efectos adversos de otras hormonas antagonistas y las no especificadas
Y430,Efectos adversos de antialérgicos y antieméticos
Y431,Efectos adversos de antimetabolitos antineoplásicos
Y432,Efectos adversos de productos naturales antineoplásicos
Y433,Efectos adversos de otras drogas antineoplásicas
Y434,Efectos adversos de agentes inmunosupresores
Y435,Efectos adversos de agentes acidificantes y alcalinizantes
Y436,Efectos adversos de enzimas no clasificadas en otra parte
Y438,Efectos adversos de otros agentes sistémicos primarios no clasificados en otra parte
Y439,Efectos adversos de agente sistémico primario no especificado
Y440,Efectos adversos de preparaciones con hierro y otros preparados contra la anemia hipocrómica
Y441,"Efectos adversos de vitamina  B12,  ácido fólico y otros preparados contra la anemia megaloblástica"
Y442,Efectos adversos de anticoagulantes
Y443,"Efectos adversos de antagonistas de anticoagulantes, vitamina K y otros coagulantes"
Y444,Efectos adversos de drogas antitrombóticas (inhibidoras de la agregación plaquetaria)
Y445,Efectos adversos de drogas trombolíticas
Y446,Efectos adversos de sangre natural y productos sanguíneos
Y447,Efectos adversos los sustitutos del plasma
Y449,"Efectos adversos de otros agentes que afectan los constituyentes de la sangre, y los no especificados"
Y450,Efectos adversos de opiáceos y analgésicos  relacionados
Y451,Efectos adversos de salicilatos
Y452,Efectos adversos de derivados del ácido propiónico
Y453,Efectos adversos de otras drogas antiinflamatorias no esteroides (DAINE)
Y454,Efectos adversos de los antirreumáticos
Y455,Efectos adversos de los derivados del 4-aminofenol
Y458,Efectos adversos de otros analgésicos y antipiréticos
Y459,"Efectos adversos de  drogas analgésicas, antipiréticas y antiinflamatorias no especificadas"
Y460,Efectos adversos de succinamidas
Y461,Efectos adversos de oxazolidinadionas
Y462,Efectos adversos de derivados de la hidantoína
Y463,Efectos adversos de desoxibarbitúricos
Y464,Efectos adversos de iminoestilbenos
Y465,Efectos adversos del ácido valproico
Y466,"Efectos adversos de otros antiepilépticos, y los no especificados"
Y467,Efectos adversos de drogas antiparkinsonianas
Y468,Efectos adversos de drogas antiespásticas
Y470,"Efectos adversos de barbitúricos, no clasificados en otra parte"
Y471,Efectos adversos de benzodiazepinas
Y472,Efectos adversos de derivados clorales
Y473,Efectos adversos de paraldehído
Y474,Efectos adversos de compuestos del bromo
Y475,"Efectos adversos de mezclas sedantes e hipnóticas, no clasificados en otra parte"
Y478,"Efectos adversos de otras drogas sedantes, hipnóticas y ansiolíticas"
Y479,"Efectos adversos de drogas sedantes, hipnóticas y ansiolíticas no especificadas"
Y480,Efectos adversos de gases anestésicos por inhalación
Y481,Efectos adversos de gases anestésicos parenterales
Y482,"Efectos adversos de otros gases anestésicos generales, y los no especificados"
Y483,Efectos adversos de gases anestésicos locales
Y484,Efectos adversos de anestésicos no especificados
Y485,Efectos adversos de gases terapéuticos
Y490,Efectos adversos de antidepresivos tricíclicos y tetracíclicos
Y491,Efectos adversos de antidepresivos inhibidores de la monoaminooxidasa
Y492,"Efectos adversos de otros antidepresivos, y los no especificados"
Y493,Efectos adversos de antipsicóticos y neurolépticos fenotiazínicos
Y494,Efectos adversos de neurolépticos de la butirofenona y tioxantina
Y495,Efectos adversos de otros antipsicóticos y neurolépticos
Y496,Efectos adversos de psicodislépticos (alucinógenos)
Y497,Efectos adversos de psicoestimulantes con abuso potencial
Y498,"Efectos adversos de otras drogas psicotrópicas,  no clasificadas en otra parte"
Y499,Efectos adversos de drogas psicotrópicas no especificadas
Y500,Efectos adversos de analépticos
Y501,Efectos adversos de antagonistas de opiáceos
Y502,"Efectos adversos de metilxantinas, no clasificados en otra parte"
Y508,Efectos adversos de otros estimulantes del sistema nervioso central
Y509,Efectos adversos de estimulante no especificado del sistema nervioso central
Y510,Efectos adversos de agentes anticolinesterasa
Y511,Efectos adversos de otros parasimpaticomiméticos (colinérgicos)
Y512,"Efectos adversos de drogas bloqueadoras ganglionares, no clasificadas en otra parte"
Y513,"Efectos adversos de parasimpaticolíticos (anticolinérgicos y antimuscarínicos) y espasmolíticos, no clasificados en otra parte"
Y514,"Efectos adversos de agonistas (estimulantes) predominantemente alfa-adrenérgicos, no clasificados en otra parte"
Y515,"Efectos adversos de agonistas (estimulantes) predominantemente beta-adrenérgicos, no clasificados en otra parte"
Y516,"Efectos adversos de antagonistas (bloqueadores) alfa-adrenérgicos, no clasificados en otra parte"
Y517,"Efectos adversos de antagonistas (bloqueadores) beta-adrenérgicos, no clasificados en otra parte"
Y518,"Efectos adversos de agentes bloqueadores neuro-adrenérgicos que actúan centralmente, no clasificados en otra parte"
Y519,"Efectos adversos otras drogas que afectan primariamente el sistema nervioso autónomo, y las no especificadas"
Y520,Efectos adversos de glucósidos cardiotónicos y drogas de acción similar
Y521,Efectos adversos de bloqueadores del canal del calcio
Y522,"Efectos adversos de otras drogas antiarrítmicas, no clasificadas en otra parte"
Y523,"Efectos adversos de vasodilatadores coronarios, no clasificados en otra parte"
Y524,Efectos adversos de inhibidores de enzima convertidora angiotensina
Y525,"Efectos adversos de otras drogas antihipertencivas, no clasificadas en otra parte"
Y526,Efectos adversos de drogas antihiperlipidémicas y antiarterioscleróticas
Y527,Efectos adversos de vasodilatadores periféricos
Y528,"Efectos adversos de drogas antivaricosas, inclusive agentes esclerosantes"
Y529,"Efectos adversos otros agentes que afectan primariamente el sistema cardiovascular, y los no especificados"
Y530,Efectos adversos de bloqueadores de los receptores H2 de histamina
Y531,Efectos adversos otras drogas antiácidas e inhibidoras de la secreción gástrica
Y532,Efectos adversos de laxantes estimulantes
Y533,Efectos adversos de laxantes salinos y osmóticos
Y534,Efectos adversos de otros laxantes
Y535,Efectos adversos de digestivos
Y536,Efectos adversos de drogas antidiarreicas
Y537,Efectos adversos de eméticos
Y538,Efectos adversos de otros agentes que afectan primariamente al sistema gastrointestinal
Y539,"Efectos adversos de otros agentes que afectan el sistema gastrointestinal, no especificados"
Y540,Efectos adversos de mineralocorticoides
Y541,Efectos adversos de los bloqueadores de mineralocorticoides (antagonistas de la aldosterona)
Y542,Efectos adversos de los inhibidores de la anhidrasa carbónica
Y543,Efectos adversos de los derivados de la benzotiadiazina
Y544,"Efectos adversos de diuréticos de asa (""high-ceiling"")"
Y545,Efectos adversos de otros diuréticos
Y546,"Efectos adversos de agentes electrolíticos, calóricos y del equilibrio hídrico"
Y547,Efectos adversos de agentes que afectan la calcificación
Y548,Efectos adversos de agentes que afectan el metabolismo del ácido úrico
Y549,"Efectos adversos de sales minerales, no clasificadas en otra parte"
Y550,Efectos adversos de drogas oxitócicas
Y551,Efectos adversos relajantes de los músculos estriados (agentes bloqueadores neuromusculares)
Y552,"Efectos adversos de otros agentes que actúan primariamente sobre los músculos, y los no especificados"
Y553,Efectos adversos de antitusígenos
Y554,Efectos adversos de expectorantes
Y555,Efectos adversos de drogas contra el resfriado común
Y556,"Efectos adversos de antiasmáticos, no clasificados en otra parte"
Y557,"Efectos adversos de otros agentes que actúan primariamente sobre el sistema respiratorio, y los no especificados"
Y560,"Efectos adversos de drogas antimicóticas, antiinfecciosas, y antiinflamatorias de uso local, no clasificadas en otra parte"
Y561,Efectos adversos de antipruriginosos
Y562,Efectos adversos de astringentes y detergentes locales
Y563,"Efectos adversos de emolientes, demulcentes y protectores"
Y564,"Efectos adversos de drogas y preparados queratolíticos, queratoplásticos y otros para el tratamiento del cabello"
Y565,Efectos adversos de drogas y preparados oftalmológicos
Y566,Efectos adversos de drogas y preparados otorrinolaringológicos
Y567,"Efectos adversos de drogas dentales, de aplicación tópica"
Y568,Efectos adversos de otros agentes tópicos
Y569,Efectos adversos de otros agentes tópicos no especificados
Y570,Efectos adversos de depresores del apetito (anoréxicos)
Y571,Efectos adversos de drogas lipotrópicas
Y572,"Efectos adversos de antídotos y agentes quelantes, no clasificados en otra parte"
Y573,Efectos adversos de disuasivos del alcohol
Y574,Efectos adversos de excipientes farmacéuticos
Y575,Efectos adversos de medios de contraste para rayos X
Y576,Efectos adversos de otros agentes diagnósticos
Y577,"Efectos adversos de vitaminas, no clasificadas en otra parte"
Y578,Efectos adversos de otras drogas y medicamentos
Y579,Efectos adversos de drogas o medicamentos no especificados
Y580,Efectos adversos de la vacuna BCG
Y581,Efectos adversos de la vacuna tifoidea y paratifoidea
Y582,Efectos adversos de la vacuna contra el cólera
Y583,Efectos adversos de la vacuna contra la peste
Y584,Efectos adversos de la vacuna contra el tétanos
Y585,Efectos adversos de la vacuna contra la difteria
Y586,"Efectos adversos de la vacuna contra tos ferina, inclusive combinaciones  con componente pertusis"
Y588,"Efectos adversos de vacunas bacterianas mixtas, excepto combinaciones con un componente pertusis"
Y589,"Efectos adversos de otras vacunas bacterianas, y las no especificadas"
Y590,Efectos adversos de vacunas virales
Y591,Efectos adversos de vacunas contra rickettssias
Y592,Efectos adversos de vacunas antiprotozoarias
Y593,Efectos adversos de la inmunoglobulina
Y598,Efectos adversos de otras vacunas y sustancias biológicas especificadas
Y599,Efectos adversos de vacunas o sustancias biológicas no especificadas
Y600,Incidente durante operación quirúrgica
Y601,Incidente durante infusión o transfusión
Y602,Incidente durante diálisis renal u otra perfución
Y603,Incidente durante inyección o inmunización
Y604,Incidente durante examen endoscópico
Y605,Incidente durante cateterización cardíaca
Y606,"Incidente durante aspiración, punción y otra cateterización"
Y607,Incidente durante administración de enema
Y608,Incidente durante otras atenciones médicas y quirúrgicas
Y609,Incidente durante atención médica y quirúrgica no especificada
Y610,Objeto extraño dejado accidentalmente en el cuerpo durante operación quirúrgica
Y611,Objeto extraño dejado accidentalmente en el cuerpo durante infusión o trasfusión
Y612,Objeto extraño dejado accidentalmente en el cuerpo durante diálisis renal u otra perfusión
Y613,Objeto extraño dejado accidentalmente en el cuerpo durante inyección o inmunización
Y614,Objeto extraño dejado accidentalmente en el cuerpo durante examen endoscópico
Y615,Objeto extraño dejado accidentalmente en el cuerpo durante cateterización cardíaca
Y616,"Objeto extraño dejado accidentalmente en el cuerpo durante aspiración, punción y otra cateterización"
Y617,Objeto extraño dejado accidentalmente en el cuerpo durante remoción de catéter o taponamiento
Y618,Objeto extraño dejado accidentalmente en el cuerpo durante otras atenciones médicas y quirúrgicas
Y619,Objeto extraño dejado accidentalmente en el cuerpo durante atención médica y quirúrgica no especificada
Y620,Fallas en la esterilización durante operación quirúrgica
Y621,Fallas en la esterilización durante infusión o transfusión
Y622,Fallas en la esterilización durante diálisis renal u otra perfusión
Y623,Fallas en la esterilización durante inyección o inmunización
Y624,Fallas en la esterilización durante examen endoscópico
Y625,Fallas en la esterilización durante cateterización cardíaca
Y626,"Fallas en la esterilización durante aspiración, punción y otra cateterización"
Y628,Fallas en la esterilización durante otras atenciones médicas y quirúrgicas
Y629,Fallas en la esterilización durante atención médica y quirúrgica no especificada
Y630,Excesiva cantidad de sangre u otro líquido administrado durante una infusión o transfusión
Y631,Dilución incorrecta de líquido durante una infusión
Y632,Sobredosis de radiación administrada durante terapia
Y633,Exposición inadvertida del paciente a radiación durante atención médica
Y634,Falla en la dosificación en electrochoque o en choque insulínico
Y635,"Falla en el control de temperatura, en taponamientos y aplicaciones locales"
Y636,"No administración de drogas, medicamentos o sustancias biológicas necesarias"
Y638,Falla en la dosificación durante otras atenciones médicas y quirúrgicas
Y639,Falla en la dosificación durante atención médica y quirúrgica no especificada
Y640,Medicamento o sustancia biológica contaminado en infusión o transfusión
Y641,"Medicamento o sustancia biológica contaminado, inyectado o usado para inmunización"
Y648,"Medicamento o sustancia biológica contaminado, administrado por otros medios"
Y649,"Medicamento o sustancia biológica contaminado, administrado por medios no especificados"
Y650,Sangre incompatible usada en transfusión
Y651,Líquido erróneo usado en infusión
Y652,Falla en la sutura o ligadura durante operación quirúrgica
Y653,Tubo endotraqueal colocado erróneamente durante procedimiento anestésico
Y654,Falla en la introducción o remoción de otro tubo o instrumento
Y655,Realización de una operación inadecuada
Y658,Otros incidentes especificados durante la atención médica y quirúrgica
Y66X,No administración de la atención médica y quirúrgica
Y69X,Incidentes no especificados durante la atención médica y quirúrgica
Y700,Dispositivos de anestesiología de diagnóstico y monitoreo asociados con incidentes adversos
Y701,Dispositivos de anestesiología terapéuticos (no quirúrgicos) y de rehabilitación asociados con incidentes adversos
Y702,"Dispositivos de anestesiología protésicos y otros implantes, materiales y accesorios asociados con incidentes adversos"
Y703,"Instrumentos quirúrgicos, dispositivos y materiales de anestesiología asociados con incidentes adversos"
Y708,"Dispositivos diversos de anestesiología, no clasificados en otra parte asociados con incidentes adversos"
Y710,Dispositivos cardiovasculares de diagnóstico y monitoreo asociados con incidentes adversos
Y711,Dispositivos cardiovasculares terapéuticos (no quirúrgicos) y de rehabilitación asociados con incidentes adversos
Y712,"Dispositivos cardiovasculares protésicos y otros implantes, materiales y accesorios asociados con incidentes adversos"
Y713,"Instrumentos quirúrgicos, dispositivos y materiales cardiovasculares asociados con incidentes adversos"
Y718,"Dispositivos diversos cardiovasculares, no clasificados en otra parte asociados con incidentes adversos"
Y720,Dispositivos otorrinolaringológicos de diagnostico y monitoreo asociados con incidentes adversos
Y721,Dispositivos otorrinolaringológicos terapéuticos (no quirúrgicos) y de rehabilitación asociados con incidentes adversos
Y722,"Dispositivos otorrinolaringológicos protésicos y otros implantes, materiales y accesorios asociados con incidentes adversos"
Y723,"Instrumentos quirúrgicos, dispositivos y materiales otorrinolaringológicos asociados con incidentes adversos"
Y728,"Dispositivos otorrinolaringológicos, no clasificados en otra parte asociados con incidentes adversos diversos"
Y730,Dispositivos de gastroenterología diagnóstico y monitoreo asociados con incidentes adversos
Y731,Dispositivos de gastroenterología terapéuticos (no quirúrgicos) y de rehabilitación asociados con incidentes adversos
Y732,"Dispositivos de gastroenterología protésicos y otros implantes, materiales y accesorios asociados con incidentes adversos"
Y733,"Instrumentos quirúrgicos, dispositivos y materiales de gastroenterología asociados con incidentes adversos"
Y738,"Dispositivos diversos de gastroenterología, no clasificados en otra parte asociados con incidentes adversos"
Y740,Dispositivos de diagnóstico y monitoreo para uso hospitalario general y personal asociados con incidentes adversos
Y741,Dispositivos terapéuticos (no quirúrgicos) y de rehabilitación para uso hospitalario general y personal asociados con incidentes adversos
Y742,"Dispositivos protésicos y otros implantes, materiales y accesorios para uso hospitalario general y personal asociados con incidentes adversos"
Y743,"Instrumentos quirúrgicos, dispositivos y materiales para uso hospitalario general y personal asociados con incidentes adversos"
Y748,"Dispositivos diversos para uso hospitalario general y personal, no clasificados en otra parte asociados con incidentes adversos"
Y750,Dispositivos neurológicos de diagnóstico y monitoreo asociados con incidentes adversos
Y751,Dispositivos neurológicos terapéuticos (no quirúrgicos) y de rehabilitación asociados con incidentes adversos
Y752,"Dispositivos neurológicos protésicos y otros implantes, materiales y accesorios asociados con incidentes adversos"
